4, 3250, 7.9365081787, 
4, 3250, 7.9365081787, 
4, 3249, 7.9340658187, 
4, 3253, 7.9438343048, 
4, 3251, 7.9389500617, 
4, 3246, 7.9267401695, 
4, 3252, 7.9413919448, 
4, 3250, 7.9365081787, 
4, 3252, 7.9413919448, 
4, 3246, 7.9267401695, 
4, 3250, 7.9365081787, 
4, 3250, 7.9365081787, 
4, 3246, 7.9267401695, 
4, 3249, 7.9340658187, 
4, 3245, 7.9242982864, 
4, 3253, 7.9438343048, 
4, 3241, 7.9145298004, 
4, 3250, 7.9365081787, 
4, 3247, 7.9291820526, 
4, 3244, 7.9218559265, 
4, 3255, 7.9487180709, 
4, 3248, 7.9316239356, 
4, 3251, 7.9389500617, 
4, 3258, 7.9560441970, 
4, 3250, 7.9365081787, 
4, 3250, 7.9365081787, 
4, 3251, 7.9389500617, 
4, 3250, 7.9365081787, 
4, 3248, 7.9316239356, 
4, 3250, 7.9365081787, 
4, 3248, 7.9316239356, 
4, 3246, 7.9267401695, 
4, 3249, 7.9340658187, 
4, 3246, 7.9267401695, 
4, 3246, 7.9267401695, 
4, 3247, 7.9291820526, 
4, 3248, 7.9316239356, 
4, 3249, 7.9340658187, 
4, 3249, 7.9340658187, 
4, 3246, 7.9267401695, 
4, 3251, 7.9389500617, 
4, 3257, 7.9536018371, 
4, 3252, 7.9413919448, 
4, 3251, 7.9389500617, 
4, 3250, 7.9365081787, 
4, 3251, 7.9389500617, 
4, 3249, 7.9340658187, 
4, 3255, 7.9487180709, 
4, 3250, 7.9365081787, 
4, 3245, 7.9242982864, 
4, 3251, 7.9389500617, 
4, 3253, 7.9438343048, 
4, 3243, 7.9194140434, 
4, 3247, 7.9291820526, 
4, 3255, 7.9487180709, 
4, 3244, 7.9218559265, 
4, 3248, 7.9316239356, 
4, 3248, 7.9316239356, 
4, 3253, 7.9438343048, 
4, 3255, 7.9487180709, 
4, 3246, 7.9267401695, 
4, 3249, 7.9340658187, 
4, 3251, 7.9389500617, 
4, 3260, 7.9609279632, 
4, 3247, 7.9291820526, 
4, 3250, 7.9365081787, 
4, 3252, 7.9413919448, 
4, 3249, 7.9340658187, 
4, 3250, 7.9365081787, 
4, 3249, 7.9340658187, 
4, 3246, 7.9267401695, 
4, 3247, 7.9291820526, 
4, 3247, 7.9291820526, 
4, 3251, 7.9389500617, 
4, 3247, 7.9291820526, 
4, 3250, 7.9365081787, 
4, 3247, 7.9291820526, 
4, 3247, 7.9291820526, 
4, 3246, 7.9267401695, 
4, 3246, 7.9267401695, 
4, 3244, 7.9218559265, 
4, 3249, 7.9340658187, 
4, 3253, 7.9438343048, 
4, 3244, 7.9218559265, 
4, 3249, 7.9340658187, 
4, 3253, 7.9438343048, 
4, 3254, 7.9462761878, 
4, 3247, 7.9291820526, 
4, 3252, 7.9413919448, 
4, 3244, 7.9218559265, 
4, 3254, 7.9462761878, 
4, 3251, 7.9389500617, 
4, 3242, 7.9169721603, 
4, 3253, 7.9438343048, 
4, 3251, 7.9389500617, 
4, 3252, 7.9413919448, 
4, 3247, 7.9291820526, 
4, 3252, 7.9413919448, 
4, 3249, 7.9340658187, 
4, 3246, 7.9267401695, 
4, 3250, 7.9365081787, 
4, 3246, 7.9267401695, 
4, 3252, 7.9413919448, 
4, 3256, 7.9511599540, 
4, 3249, 7.9340658187, 
4, 3253, 7.9438343048, 
4, 3250, 7.9365081787, 
4, 3250, 7.9365081787, 
4, 3246, 7.9267401695, 
4, 3247, 7.9291820526, 
4, 3249, 7.9340658187, 
4, 3251, 7.9389500617, 
4, 3246, 7.9267401695, 
4, 3253, 7.9438343048, 
4, 3247, 7.9291820526, 
4, 3252, 7.9413919448, 
4, 3252, 7.9413919448, 
4, 3255, 7.9487180709, 
4, 3248, 7.9316239356, 
4, 3247, 7.9291820526, 
4, 3252, 7.9413919448, 
4, 3248, 7.9316239356, 
4, 3253, 7.9438343048, 
4, 3246, 7.9267401695, 
4, 3252, 7.9413919448, 
4, 3250, 7.9365081787, 
4, 3249, 7.9340658187, 
4, 3251, 7.9389500617, 
4, 3246, 7.9267401695, 
4, 3247, 7.9291820526, 
4, 3249, 7.9340658187, 
4, 3249, 7.9340658187, 
4, 3249, 7.9340658187, 
4, 3261, 7.9633703231, 
4, 3246, 7.9267401695, 
4, 3249, 7.9340658187, 
4, 3251, 7.9389500617, 
4, 3248, 7.9316239356, 
4, 3258, 7.9560441970, 
4, 3251, 7.9389500617, 
4, 3249, 7.9340658187, 
4, 3248, 7.9316239356, 
4, 3248, 7.9316239356, 
4, 3247, 7.9291820526, 
4, 3260, 7.9609279632, 
4, 3256, 7.9511599540, 
4, 3250, 7.9365081787, 
4, 3250, 7.9365081787, 
4, 3245, 7.9242982864, 
4, 3251, 7.9389500617, 
4, 3248, 7.9316239356, 
4, 3248, 7.9316239356, 
4, 3251, 7.9389500617, 
4, 3247, 7.9291820526, 
4, 3248, 7.9316239356, 
4, 3253, 7.9438343048, 
4, 3256, 7.9511599540, 
4, 3248, 7.9316239356, 
4, 3251, 7.9389500617, 
4, 3252, 7.9413919448, 
4, 3257, 7.9536018371, 
4, 3251, 7.9389500617, 
4, 3250, 7.9365081787, 
4, 3254, 7.9462761878, 
4, 3247, 7.9291820526, 
4, 3250, 7.9365081787, 
4, 3252, 7.9413919448, 
4, 3256, 7.9511599540, 
4, 3245, 7.9242982864, 
4, 3249, 7.9340658187, 
4, 3248, 7.9316239356, 
4, 3255, 7.9487180709, 
4, 3260, 7.9609279632, 
4, 3257, 7.9536018371, 
4, 3244, 7.9218559265, 
4, 3249, 7.9340658187, 
4, 3254, 7.9462761878, 
4, 3252, 7.9413919448, 
4, 3246, 7.9267401695, 
4, 3254, 7.9462761878, 
4, 3252, 7.9413919448, 
4, 3247, 7.9291820526, 
4, 3251, 7.9389500617, 
4, 3249, 7.9340658187, 
4, 3252, 7.9413919448, 
4, 3254, 7.9462761878, 
4, 3253, 7.9438343048, 
4, 3252, 7.9413919448, 
4, 3242, 7.9169721603, 
